"docket_number","filing_year","total_amici","petition_granted"
"20-7882",2020,0,0
"20-7883",2020,0,0
"20-7884",2020,0,0
"20-7885",2020,0,0
"20-7886",2020,0,0
"20-7887",2020,0,0
"20-7888",2020,0,0
"20-7889",2020,0,0
"20-789",2020,0,0
"20-7890",2020,0,0
"20-7891",2020,0,0
"20-7892",2020,0,0
"20-7893",2020,0,0
"20-7894",2020,0,0
"20-7895",2020,0,0
"20-7896",2020,0,0
"20-7897",2020,0,0
"20-7898",2020,0,0
"20-7899",2020,0,0
"20-79",2020,0,0
"20-790",2020,0,0
"20-7900",2020,0,0
"20-7901",2020,0,0
"20-7902",2020,0,0
"20-7903",2020,0,0
"20-7904",2020,0,0
"20-7905",2020,0,0
"20-7906",2020,0,0
"20-7907",2020,0,0
"20-7908",2020,0,0
"20-7909",2020,0,0
"20-791",2020,0,0
"20-7910",2020,0,0
"20-7911",2020,0,0
"20-7912",2020,0,0
"20-7913",2020,0,0
"20-7914",2020,0,0
"20-7915",2020,0,0
"20-7916",2020,0,0
"20-7917",2020,0,0
"20-7918",2020,0,0
"20-7919",2020,0,0
"20-792",2020,0,0
"20-7920",2020,0,0
"20-7921",2020,0,0
"20-7922",2020,0,0
"20-7923",2020,0,0
"20-7924",2020,0,0
"20-7925",2020,0,0
"20-7926",2020,0,0
"20-7927",2020,0,0
"20-7928",2020,0,0
"20-7929",2020,0,0
"20-793",2020,0,0
"20-7930",2020,0,0
"20-7931",2020,0,0
"20-7932",2020,0,0
"20-7933",2020,0,0
"20-7934",2020,0,0
"20-7935",2020,0,0
"20-7936",2020,0,0
"20-7937",2020,0,0
"20-7938",2020,0,0
"20-7939",2020,0,0
"20-794",2020,13,1
"20-7940",2020,0,0
"20-7941",2020,0,0
"20-7942",2020,0,0
"20-7943",2020,0,0
"20-7944",2020,0,0
"20-7945",2020,0,0
"20-7946",2020,0,0
"20-7947",2020,0,0
"20-7948",2020,0,0
"20-7949",2020,0,0
"20-795",2020,1,0
"20-7950",2020,0,0
"20-7951",2020,0,0
"20-7952",2020,0,0
"20-7953",2020,0,0
"20-7954",2020,0,0
"20-7955",2020,0,0
"20-7956",2020,0,0
"20-7957",2020,0,0
"20-7958",2020,0,0
"20-7959",2020,0,0
"20-796",2020,0,0
"20-7960",2020,0,0
"20-7961",2020,0,0
"20-7962",2020,0,0
"20-7963",2020,0,0
"20-7964",2020,0,0
"20-7965",2020,0,0
"20-7966",2020,0,0
"20-7967",2020,0,0
"20-7968",2020,0,0
"20-7969",2020,0,0
"20-797",2020,0,0
"20-7970",2020,0,0
"20-7971",2020,0,0
"20-7972",2020,0,0
"20-7973",2020,0,0
"20-7974",2020,0,0
"20-7975",2020,0,0
"20-7976",2020,0,0
"20-7977",2020,0,0
"20-7978",2020,0,0
"20-7979",2020,0,0
"20-798",2020,0,0
"20-7980",2020,0,0
"20-7981",2020,0,0
"20-7982",2020,0,0
"20-7983",2020,0,0
"20-7984",2020,0,0
"20-7985",2020,0,0
"20-7986",2020,0,0
"20-7987",2020,0,0
"20-7988",2020,0,0
"20-7989",2020,0,0
"20-799",2020,1,0
"20-7990",2020,0,0
"20-7991",2020,0,0
"20-7992",2020,0,0
"20-7993",2020,0,0
"20-7994",2020,0,0
"20-7995",2020,0,0
"20-7996",2020,0,0
"20-7997",2020,0,0
"20-7998",2020,0,0
"20-7999",2020,0,0
"20-8",2020,4,0
"20-80",2020,0,0
"20-800",2020,0,0
"20-8000",2020,0,0
"20-8001",2020,0,0
"20-8002",2020,0,0
"20-8003",2020,0,0
"20-8004",2020,0,0
"20-8005",2020,0,0
"20-8006",2020,0,0
"20-8007",2020,0,0
"20-8008",2020,0,0
"20-8009",2020,0,0
"20-801",2020,0,0
"20-8010",2020,0,0
"20-8011",2020,0,0
"20-8012",2020,0,0
"20-8013",2020,0,0
"20-8014",2020,0,0
"20-8015",2020,0,0
"20-8016",2020,0,0
"20-8017",2020,0,0
"20-8018",2020,0,0
"20-8019",2020,0,0
"20-802",2020,0,0
"20-8020",2020,0,0
"20-8021",2020,0,0
"20-8022",2020,0,0
"20-8023",2020,0,0
"20-8024",2020,0,0
"20-8025",2020,0,0
"20-8026",2020,0,0
"20-8027",2020,0,0
"20-8028",2020,0,0
"20-8029",2020,0,0
"20-803",2020,0,0
"20-8030",2020,0,0
"20-8031",2020,0,0
"20-8032",2020,0,0
"20-8033",2020,0,0
"20-8034",2020,0,0
"20-8035",2020,0,0
"20-8036",2020,0,0
"20-8037",2020,0,0
"20-8038",2020,0,0
"20-8039",2020,0,0
"20-804",2020,8,1
"20-8040",2020,0,0
"20-8041",2020,0,0
"20-8042",2020,0,0
"20-8043",2020,0,0
"20-8044",2020,0,0
"20-8045",2020,0,0
"20-8046",2020,0,0
"20-8047",2020,0,0
"20-8048",2020,0,0
"20-8049",2020,0,0
"20-805",2020,0,0
"20-8050",2020,0,0
"20-8051",2020,0,0
"20-8052",2020,0,0
"20-8053",2020,0,0
"20-8054",2020,0,0
"20-8055",2020,0,0
"20-8056",2020,0,0
"20-8057",2020,0,0
"20-8058",2020,0,0
"20-8059",2020,0,0
"20-806",2020,0,0
"20-8060",2020,0,0
"20-8061",2020,0,0
"20-8062",2020,0,0
"20-8063",2020,0,0
"20-8064",2020,0,0
"20-8065",2020,0,0
"20-8066",2020,0,0
"20-8067",2020,0,0
"20-8068",2020,0,0
"20-8069",2020,0,0
"20-807",2020,6,1
"20-8070",2020,0,0
"20-8071",2020,0,0
"20-8072",2020,0,0
"20-8073",2020,0,0
"20-8074",2020,0,0
"20-8075",2020,0,0
"20-8076",2020,0,0
"20-8077",2020,0,0
"20-8078",2020,0,0
"20-8079",2020,0,0
"20-808",2020,1,0
"20-8080",2020,0,0
"20-8081",2020,0,0
"20-8082",2020,0,0
"20-8083",2020,0,0
"20-8084",2020,0,0
"20-8085",2020,0,0
"20-8086",2020,0,0
"20-8087",2020,0,0
"20-8088",2020,0,0
"20-8089",2020,0,0
"20-809",2020,0,0
"20-8090",2020,0,0
"20-8091",2020,0,0
"20-8092",2020,0,0
"20-8093",2020,0,0
"20-8094",2020,0,0
"20-8095",2020,0,0
"20-8096",2020,0,0
"20-8097",2020,0,0
"20-8098",2020,0,0
"20-8099",2020,0,0
"20-81",2020,0,0
"20-810",2020,0,0
"20-8100",2020,0,0
"20-8101",2020,0,0
"20-8102",2020,0,0
"20-8103",2020,0,0
"20-8104",2020,0,0
"20-8105",2020,0,0
"20-8106",2020,0,0
"20-8107",2020,0,0
"20-8108",2020,0,0
"20-8109",2020,0,0
"20-811",2020,0,0
"20-8110",2020,0,0
"20-8111",2020,0,0
"20-8112",2020,0,0
"20-8113",2020,0,0
"20-8114",2020,0,0
"20-8115",2020,0,0
"20-8116",2020,0,0
"20-8117",2020,0,0
"20-8118",2020,0,0
"20-8119",2020,0,0
"20-812",2020,5,0
"20-8120",2020,0,0
"20-8121",2020,0,0
"20-8122",2020,0,0
"20-8123",2020,0,0
"20-8124",2020,0,0
"20-8125",2020,0,0
"20-8126",2020,0,0
"20-8127",2020,0,0
"20-8128",2020,0,0
"20-8129",2020,0,0
"20-813",2020,0,0
"20-8130",2020,0,0
"20-8131",2020,0,0
"20-8132",2020,0,0
"20-8133",2020,0,0
"20-8134",2020,0,0
"20-8135",2020,0,0
"20-8136",2020,0,0
"20-8137",2020,0,0
"20-8138",2020,0,0
"20-8139",2020,0,0
"20-814",2020,0,0
"20-8140",2020,0,0
"20-8141",2020,0,0
"20-8142",2020,0,0
"20-8143",2020,0,0
"20-8144",2020,0,0
"20-8145",2020,0,0
"20-8146",2020,0,0
"20-8147",2020,0,0
"20-8148",2020,0,0
"20-8149",2020,0,0
"20-815",2020,1,0
"20-8150",2020,0,0
"20-8151",2020,0,0
"20-8152",2020,0,0
"20-8153",2020,0,0
"20-8154",2020,0,0
"20-8155",2020,0,0
"20-8156",2020,0,0
"20-8157",2020,0,0
"20-8158",2020,0,0
"20-8159",2020,0,0
"20-816",2020,0,0
"20-8160",2020,0,0
"20-8161",2020,0,0
"20-8162",2020,0,0
"20-8163",2020,0,0
"20-8164",2020,0,0
"20-8165",2020,0,0
"20-8166",2020,0,0
"20-8167",2020,0,0
"20-8168",2020,0,0
"20-8169",2020,0,0
"20-817",2020,0,0
"20-8170",2020,0,0
"20-8171",2020,0,0
"20-8172",2020,0,0
"20-8173",2020,0,0
"20-8174",2020,0,0
"20-8175",2020,0,0
"20-8176",2020,0,0
"20-8177",2020,0,0
"20-8178",2020,0,0
"20-8179",2020,0,0
"20-818",2020,0,0
"20-8180",2020,0,0
"20-8181",2020,0,0
"20-8182",2020,0,0
"20-8183",2020,0,0
"20-8184",2020,0,0
"20-8185",2020,0,0
"20-8186",2020,0,0
"20-8187",2020,0,0
"20-8188",2020,0,0
"20-8189",2020,0,0
"20-819",2020,1,0
"20-8190",2020,0,0
"20-8191",2020,0,0
"20-8192",2020,0,0
"20-8193",2020,0,0
"20-8194",2020,0,0
"20-8195",2020,0,0
"20-8196",2020,0,0
"20-8197",2020,0,0
"20-8198",2020,0,0
"20-8199",2020,0,0
"20-82",2020,0,0
"20-820",2020,0,0
"20-8200",2020,0,0
"20-8201",2020,0,0
"20-8202",2020,0,0
"20-8203",2020,0,0
"20-8204",2020,0,0
"20-8205",2020,0,0
"20-8206",2020,0,0
"20-8207",2020,0,0
"20-8208",2020,0,0
"20-8209",2020,0,0
"20-821",2020,0,0
"20-8210",2020,0,0
"20-8211",2020,0,0
"20-8212",2020,0,0
"20-8213",2020,0,0
"20-8214",2020,0,0
"20-8215",2020,0,0
"20-8216",2020,0,0
"20-8217",2020,0,0
"20-8218",2020,0,0
"20-8219",2020,0,0
"20-822",2020,0,0
"20-8220",2020,0,0
"20-8221",2020,0,0
"20-8222",2020,0,0
"20-8223",2020,0,0
"20-8224",2020,0,0
"20-8225",2020,0,0
"20-8226",2020,0,0
"20-8227",2020,0,0
"20-8228",2020,0,0
"20-8229",2020,0,0
"20-823",2020,0,0
"20-8230",2020,0,0
"20-8231",2020,0,0
"20-8232",2020,0,0
"20-8233",2020,0,0
"20-8234",2020,0,0
"20-8235",2020,0,0
"20-8236",2020,0,0
"20-8237",2020,0,0
"20-8238",2020,0,0
"20-8239",2020,0,0
"20-824",2020,0,0
"20-8240",2020,0,0
"20-8241",2020,0,0
"20-8242",2020,0,0
"20-8243",2020,0,0
"20-8244",2020,0,0
"20-8245",2020,0,0
"20-8246",2020,0,0
"20-8247",2020,0,0
"20-8248",2020,0,0
"20-8249",2020,0,0
"20-825",2020,0,0
"20-8250",2020,0,0
"20-8251",2020,0,0
"20-8252",2020,0,0
"20-8253",2020,0,0
"20-8254",2020,0,0
"20-8255",2020,0,0
"20-8256",2020,0,0
"20-8257",2020,0,0
"20-8258",2020,0,0
"20-8259",2020,0,0
"20-826",2020,3,1
"20-8260",2020,0,0
"20-8261",2020,0,0
"20-8262",2020,0,0
"20-8263",2020,0,0
"20-8264",2020,0,0
"20-8265",2020,0,0
"20-8266",2020,0,0
"20-8267",2020,0,0
"20-8268",2020,0,0
"20-8269",2020,0,0
"20-827",2020,19,1
"20-8270",2020,0,0
"20-8271",2020,0,0
"20-8272",2020,0,0
"20-8273",2020,0,0
"20-8274",2020,0,0
"20-8275",2020,0,0
"20-8276",2020,0,0
"20-8277",2020,0,0
"20-8278",2020,0,0
"20-8279",2020,0,0
"20-828",2020,11,1
"20-8280",2020,0,0
"20-8281",2020,0,0
"20-8282",2020,0,0
"20-8283",2020,0,0
"20-8284",2020,0,0
"20-8285",2020,0,0
"20-8286",2020,0,0
"20-8287",2020,0,0
"20-8288",2020,0,0
"20-8289",2020,0,0
"20-829",2020,0,0
"20-8290",2020,0,0
"20-8291",2020,0,0
"20-8292",2020,0,0
"20-8293",2020,0,0
"20-8294",2020,0,0
"20-8295",2020,0,0
"20-8296",2020,0,0
"20-8297",2020,0,0
"20-8298",2020,0,0
"20-8299",2020,0,0
"20-83",2020,0,0
"20-830",2020,1,0
"20-8300",2020,0,0
"20-8301",2020,0,0
"20-8302",2020,0,0
"20-8303",2020,0,0
"20-8304",2020,0,0
"20-8305",2020,0,0
"20-8306",2020,0,0
"20-8307",2020,0,0
"20-8308",2020,0,0
"20-8309",2020,0,0
"20-831",2020,1,0
"20-8310",2020,0,0
"20-8311",2020,0,0
"20-8312",2020,0,0
"20-8313",2020,0,0
"20-8314",2020,0,0
"20-8315",2020,0,0
"20-8316",2020,0,0
"20-8317",2020,0,0
"20-8318",2020,0,0
"20-8319",2020,0,0
"20-832",2020,0,0
"20-8320",2020,0,0
"20-8321",2020,0,0
"20-8322",2020,0,0
"20-8323",2020,0,0
"20-8324",2020,0,0
"20-8325",2020,0,0
"20-8326",2020,0,0
"20-8327",2020,0,0
"20-8328",2020,0,0
"20-8329",2020,0,0
"20-833",2020,0,0
"20-8330",2020,0,0
"20-8331",2020,0,0
"20-8332",2020,0,0
"20-8333",2020,0,0
"20-8334",2020,0,0
"20-8335",2020,0,0
"20-8336",2020,0,0
"20-8337",2020,0,0
"20-8338",2020,0,0
"20-8339",2020,0,0
"20-834",2020,0,0
"20-8340",2020,0,0
"20-8341",2020,0,0
"20-8342",2020,0,0
"20-8343",2020,0,0
"20-8344",2020,0,0
"20-8345",2020,0,0
"20-8346",2020,0,0
"20-8347",2020,0,0
"20-8348",2020,0,0
"20-8349",2020,0,0
"20-835",2020,0,0
"20-8350",2020,0,0
"20-8351",2020,0,0
"20-8352",2020,0,0
"20-8353",2020,0,0
"20-8354",2020,0,0
"20-8355",2020,0,0
"20-8356",2020,0,0
"20-8357",2020,0,0
"20-8358",2020,0,0
"20-8359",2020,0,0
"20-836",2020,1,0
"20-8360",2020,0,0
"20-8361",2020,0,0
"20-8362",2020,0,0
"20-8363",2020,0,0
"20-8364",2020,0,0
"20-8365",2020,0,0
"20-8366",2020,0,0
"20-8367",2020,0,0
"20-8368",2020,0,0
"20-8369",2020,0,0
"20-837",2020,1,0
"20-8370",2020,0,0
"20-8371",2020,0,0
"20-8372",2020,0,0
"20-8373",2020,0,0
"20-8374",2020,0,0
"20-8375",2020,0,0
"20-8376",2020,0,0
"20-8377",2020,0,0
"20-8378",2020,0,0
"20-8379",2020,0,0
"20-838",2020,0,0
"20-8380",2020,0,0
"20-8381",2020,0,0
"20-8382",2020,0,0
"20-8383",2020,0,0
"20-8384",2020,0,0
"20-8385",2020,0,0
"20-8386",2020,0,0
"20-8387",2020,0,0
"20-8388",2020,0,0
"20-8389",2020,0,0
"20-839",2020,0,0
"20-8390",2020,0,0
"20-8391",2020,0,0
"20-8392",2020,0,0
"20-8393",2020,0,0
"20-8394",2020,0,0
"20-8395",2020,0,0
"20-8396",2020,0,0
"20-8397",2020,0,0
"20-8398",2020,0,0
"20-8399",2020,0,0
"20-84",2020,0,0
"20-840",2020,0,0
"20-8400",2020,0,0
"20-8401",2020,0,0
"20-8402",2020,0,0
"20-8403",2020,0,0
"20-8404",2020,0,0
"20-8405",2020,0,0
"20-8406",2020,0,0
"20-8407",2020,0,0
"20-8408",2020,0,0
"20-8409",2020,0,0
"20-841",2020,0,0
"20-8410",2020,0,0
"20-8411",2020,0,0
"20-8412",2020,0,0
"20-8413",2020,0,0
"20-8414",2020,0,0
"20-8415",2020,0,0
"20-8416",2020,0,0
"20-8417",2020,0,0
"20-8418",2020,0,0
"20-8419",2020,0,0
"20-842",2020,0,0
"20-8420",2020,0,0
"20-8421",2020,0,0
"20-8422",2020,0,0
"20-8423",2020,0,0
"20-8424",2020,0,0
"20-8425",2020,0,0
"20-8426",2020,0,0
"20-8427",2020,0,0
"20-8428",2020,0,0
"20-8429",2020,0,0
"20-843",2020,87,1
"20-8430",2020,0,0
"20-8431",2020,0,0
"20-8432",2020,0,0
"20-8433",2020,0,0
"20-8434",2020,0,0
"20-8435",2020,0,0
"20-8436",2020,0,0
"20-8437",2020,0,0
"20-8438",2020,0,0
"20-8439",2020,0,0
"20-844",2020,0,0
"20-8440",2020,0,0
"20-8441",2020,0,0
"20-8442",2020,0,0
"20-8443",2020,0,0
"20-8444",2020,0,0
"20-8445",2020,0,0
"20-8446",2020,0,0
"20-8447",2020,0,0
"20-8448",2020,0,0
"20-8449",2020,0,0
"20-845",2020,1,0
"20-8450",2020,0,0
"20-8451",2020,0,0
"20-8452",2020,0,0
"20-8453",2020,0,0
"20-8454",2020,0,0
"20-8455",2020,0,0
"20-8456",2020,0,0
"20-8457",2020,0,0
"20-8458",2020,0,0
"20-8459",2020,0,0
"20-846",2020,0,0
"20-8460",2020,0,0
"20-8461",2020,0,0
"20-8462",2020,0,0
"20-8463",2020,0,0
"20-8464",2020,0,0
"20-8465",2020,0,0
"20-8466",2020,0,0
"20-8467",2020,0,0
"20-8468",2020,0,0
"20-8469",2020,0,0
"20-847",2020,0,0
"20-8470",2020,0,0
"20-8471",2020,0,0
"20-8472",2020,0,0
"20-8473",2020,0,0
"20-8474",2020,0,0
"20-8475",2020,0,0
"20-8476",2020,0,0
"20-8477",2020,0,0
"20-848",2020,0,0
"20-849",2020,0,0
"20-85",2020,0,0
"20-850",2020,0,0
"20-851",2020,0,0
"20-852",2020,0,0
"20-853",2020,0,0
"20-854",2020,0,0
"20-855",2020,3,0
"20-856",2020,0,0
"20-857",2020,0,0
"20-858",2020,0,0
"20-859",2020,0,0
"20-86",2020,0,0
"20-860",2020,0,0
"20-861",2020,0,0
"20-862",2020,0,0
"20-863",2020,1,0
"20-864",2020,0,0
"20-865",2020,0,0
"20-866",2020,0,0
"20-867",2020,0,0
"20-868",2020,0,0
"20-869",2020,0,0
"20-87",2020,0,0
"20-870",2020,0,0
"20-871",2020,0,0
"20-872",2020,0,0
"20-873",2020,0,0
"20-874",2020,0,0
"20-875",2020,0,0
"20-876",2020,0,0
"20-877",2020,0,0
"20-878",2020,0,0
"20-879",2020,0,0
"20-88",2020,0,0
"20-880",2020,0,0
"20-881",2020,0,0
"20-882",2020,1,0
"20-883",2020,0,0
"20-884",2020,0,0
"20-885",2020,0,0
"20-886",2020,3,0
"20-887",2020,0,0
"20-888",2020,1,0
"20-889",2020,0,0
"20-89",2020,0,0
"20-890",2020,2,0
"20-891",2020,11,0
"20-892",2020,0,0
"20-893",2020,0,0
"20-894",2020,0,0
"20-895",2020,0,0
"20-896",2020,0,0
"20-897",2020,1,0
"20-898",2020,0,0
"20-899",2020,0,0
"20-9",2020,0,0
"20-90",2020,0,0
"20-900",2020,0,0
"20-901",2020,1,0
"20-902",2020,2,0
"20-903",2020,0,0
"20-904",2020,0,0
"20-905",2020,4,0
"20-906",2020,0,0
"20-907",2020,0,0
"20-908",2020,0,0
"20-909",2020,0,0
"20-91",2020,0,0
"20-910",2020,0,0
"20-911",2020,1,0
"20-912",2020,0,0
"20-913",2020,0,0
"20-914",2020,1,0
"20-915",2020,14,1
"20-916",2020,0,0
"20-917",2020,0,0
"20-918",2020,0,0
"20-919",2020,0,0
"20-92",2020,0,0
"20-920",2020,0,0
"20-921",2020,0,0
"20-922",2020,0,0
"20-923",2020,0,0
"20-924",2020,0,0
"20-925",2020,0,0
"20-926",2020,0,0
"20-927",2020,0,0
"20-928",2020,4,0
"20-929",2020,0,0
"20-93",2020,0,0
"20-930",2020,0,0
"20-931",2020,0,0
"20-932",2020,0,0
"20-933",2020,0,0
"20-934",2020,0,0
"20-935",2020,0,0
"20-936",2020,0,0
"20-937",2020,4,0
"20-938",2020,0,0
"20-939",2020,0,0
"20-94",2020,0,0
"20-940",2020,1,0
"20-941",2020,0,0
"20-942",2020,0,0
"20-943",2020,0,0
"20-944",2020,0,0
"20-945",2020,0,0
"20-946",2020,0,0
"20-947",2020,1,0
"20-948",2020,0,0
"20-949",2020,0,0
"20-95",2020,0,0
"20-950",2020,0,0
"20-951",2020,0,0
"20-952",2020,0,0
"20-953",2020,0,0
"20-954",2020,0,0
"20-955",2020,0,0
"20-956",2020,0,0
"20-957",2020,0,0
"20-958",2020,1,0
"20-959",2020,0,0
"20-96",2020,0,0
"20-960",2020,0,0
"20-961",2020,0,0
"20-962",2020,0,0
"20-963",2020,0,0
"20-964",2020,0,0
"20-965",2020,0,0
"20-966",2020,0,0
"20-967",2020,0,0
"20-968",2020,0,0
"20-969",2020,0,0
"20-97",2020,4,0
"20-970",2020,0,0
"20-971",2020,0,0
"20-972",2020,0,0
"20-973",2020,0,0
"20-974",2020,0,0
"20-975",2020,0,0
"20-976",2020,0,0
"20-977",2020,0,0
"20-978",2020,0,0
"20-979",2020,5,1
"20-98",2020,1,0
"20-980",2020,0,0
"20-981",2020,0,0
"20-982",2020,2,0
"20-983",2020,0,0
"20-984",2020,1,0
"20-985",2020,0,0
"20-986",2020,0,0
"20-987",2020,0,0
"20-988",2020,0,0
"20-989",2020,2,0
"20-99",2020,0,0
"20-990",2020,1,0
"20-991",2020,0,0
"20-992",2020,0,0
"20-993",2020,0,0
"20-994",2020,5,0
"20-995",2020,0,0
"20-996",2020,0,0
"20-997",2020,0,0
"20-998",2020,1,0
"20-999",2020,0,0
"21-1",2021,0,0
"21-10",2021,0,0
"21-100",2021,0,0
"21-1000",2021,0,0
"21-1001",2021,0,0
"21-1002",2021,0,0
"21-1003",2021,0,0
"21-1004",2021,0,0
"21-1005",2021,0,0
"21-1006",2021,3,0
"21-1007",2021,0,0
"21-1008",2021,0,0
"21-1009",2021,1,0
"21-101",2021,0,0
"21-1010",2021,0,0
"21-1011",2021,0,0
"21-1012",2021,0,0
"21-1013",2021,1,0
"21-1014",2021,1,0
"21-1015",2021,0,0
"21-1016",2021,0,0
"21-1017",2021,3,0
"21-1018",2021,0,0
"21-1019",2021,7,0
"21-102",2021,0,0
"21-1020",2021,0,0
"21-1021",2021,0,0
"21-1022",2021,0,0
"21-1023",2021,0,0
"21-1024",2021,0,0
"21-1025",2021,0,0
"21-1026",2021,0,0
"21-1027",2021,1,0
"21-1028",2021,0,0
"21-1029",2021,0,0
"21-103",2021,0,0
"21-1030",2021,0,0
"21-1031",2021,0,0
"21-1032",2021,0,0
"21-1033",2021,0,0
"21-1034",2021,0,0
"21-1035",2021,0,0
"21-1036",2021,0,0
"21-1037",2021,0,0
"21-1038",2021,0,0
"21-1039",2021,0,0
"21-104",2021,0,0
"21-1040",2021,0,0
"21-1041",2021,0,0
"21-1042",2021,0,0
"21-1043",2021,14,1
"21-1044",2021,0,0
"21-1045",2021,0,0
"21-1046",2021,0,0
"21-1047",2021,1,0
"21-1048",2021,0,0
"21-1049",2021,0,0
"21-105",2021,0,0
"21-1050",2021,0,0
"21-1051",2021,0,0
"21-1052",2021,6,1
"21-1053",2021,0,0
"21-1054",2021,0,0
"21-1055",2021,0,0
"21-1056",2021,2,0
"21-1057",2021,1,0
"21-1058",2021,0,0
"21-1059",2021,1,0
"21-106",2021,0,0
"21-1060",2021,0,0
"21-1061",2021,0,0
"21-1062",2021,0,0
"21-1063",2021,0,0
"21-1064",2021,0,0
"21-1065",2021,4,0
"21-1066",2021,4,0
"21-1067",2021,0,0
"21-1068",2021,1,0
"21-1069",2021,0,0
"21-107",2021,0,0
"21-1070",2021,0,0
"21-1071",2021,0,0
"21-1072",2021,0,0
"21-1073",2021,0,0
"21-1074",2021,0,0
"21-1075",2021,0,0
"21-1076",2021,0,0
"21-1077",2021,0,0
"21-1078",2021,0,0
"21-1079",2021,0,0
"21-108",2021,0,0
"21-1080",2021,0,0
"21-1081",2021,0,0
"21-1082",2021,0,0
"21-1083",2021,0,0
"21-1084",2021,1,0
"21-1085",2021,0,0
"21-1086",2021,37,1
"21-1087",2021,0,1
"21-1088",2021,0,0
"21-1089",2021,0,0
"21-109",2021,0,0
"21-1090",2021,0,0
"21-1091",2021,0,0
"21-1092",2021,0,0
"21-1093",2021,0,0
"21-1094",2021,0,0
"21-1095",2021,0,0
"21-1096",2021,0,0
"21-1097",2021,0,0
"21-1098",2021,0,0
"21-1099",2021,0,0
"21-11",2021,0,0
"21-110",2021,0,0
"21-1100",2021,4,0
"21-1101",2021,0,0
"21-1102",2021,0,0
"21-1103",2021,0,0
"21-1104",2021,0,0
"21-1105",2021,0,0
"21-1106",2021,0,0
"21-1107",2021,0,0
"21-1108",2021,0,0
"21-1109",2021,0,0
"21-111",2021,1,0
"21-1110",2021,2,0
"21-1111",2021,2,0
"21-1112",2021,0,0
"21-1113",2021,0,0
"21-1114",2021,0,0
"21-1115",2021,0,0
"21-1116",2021,0,0
"21-1117",2021,0,0
"21-1118",2021,0,0
"21-1119",2021,0,0
"21-112",2021,0,0
"21-1120",2021,1,0
"21-1121",2021,0,0
"21-1122",2021,0,0
"21-1123",2021,0,0
"21-1124",2021,0,0
"21-1125",2021,0,0
"21-1126",2021,1,0
"21-1127",2021,0,0
"21-1128",2021,0,0
"21-1129",2021,0,0
"21-113",2021,2,0
"21-1130",2021,0,0
"21-1131",2021,0,0
"21-1132",2021,0,0
"21-1133",2021,0,0
"21-1134",2021,1,0
"21-1135",2021,0,0
"21-1136",2021,0,0
"21-1137",2021,0,0
"21-1138",2021,0,0
"21-1139",2021,0,0
"21-114",2021,0,0
"21-1140",2021,3,0
"21-1141",2021,1,0
"21-1142",2021,0,0
"21-1143",2021,10,0
"21-1144",2021,0,0
"21-1145",2021,3,0
"21-1146",2021,0,0
"21-1147",2021,0,0
"21-1148",2021,0,0
"21-1149",2021,0,0
"21-115",2021,0,0
"21-1150",2021,0,0
"21-1151",2021,0,0
"21-1152",2021,0,0
"21-1153",2021,0,0
"21-1154",2021,0,0
"21-1155",2021,0,0
"21-1156",2021,0,0
"21-1157",2021,2,0
"21-1158",2021,5,1
"21-1159",2021,0,0
"21-116",2021,0,0
"21-1160",2021,1,0
"21-1161",2021,2,0
"21-1162",2021,0,0
"21-1163",2021,0,0
"21-1164",2021,1,1
"21-1165",2021,0,0
"21-1166",2021,0,0
"21-1167",2021,0,0
"21-1168",2021,21,1
"21-1169",2021,1,0
"21-117",2021,0,0
"21-1170",2021,6,1
"21-1171",2021,0,0
"21-1172",2021,4,0
"21-1173",2021,1,0
"21-1174",2021,0,0
"21-1175",2021,0,0
"21-1176",2021,0,0
"21-1177",2021,0,0
"21-1178",2021,0,0
"21-1179",2021,0,0
"21-118",2021,5,0
"21-1180",2021,0,0
"21-1181",2021,3,0
"21-1182",2021,0,0
"21-1183",2021,0,0
"21-1184",2021,0,0
"21-1185",2021,0,0
"21-1186",2021,0,0
"21-1187",2021,0,0
"21-1188",2021,0,0
"21-1189",2021,0,0
"21-119",2021,1,0
"21-1190",2021,0,0
"21-1191",2021,0,0
"21-1192",2021,1,0
"21-1193",2021,0,0
"21-1194",2021,5,0
"21-1195",2021,9,1
"21-1196",2021,0,0
"21-1197",2021,0,0
"21-1198",2021,0,0
"21-1199",2021,0,0
"21-12",2021,13,1
"21-120",2021,0,0
"21-1200",2021,0,0
"21-1201",2021,0,0
"21-1202",2021,0,0
"21-1203",2021,0,0
"21-1204",2021,0,0
"21-1205",2021,0,0
"21-1206",2021,0,0
"21-1207",2021,0,0
"21-1208",2021,0,0
"21-1209",2021,0,0
"21-121",2021,1,0
"21-1210",2021,3,0
"21-1211",2021,0,0
"21-1212",2021,0,0
"21-1213",2021,0,0
"21-1214",2021,0,0
"21-1215",2021,3,0
"21-1216",2021,0,0
"21-1217",2021,4,0
"21-1218",2021,0,0
"21-1219",2021,0,0
"21-122",2021,0,0
"21-1220",2021,1,0
"21-1221",2021,0,0
"21-1222",2021,0,0
"21-1223",2021,0,0
"21-1224",2021,0,0
"21-1225",2021,0,0
"21-1226",2021,0,0
"21-1227",2021,0,0
"21-1228",2021,0,0
"21-1229",2021,0,0
"21-123",2021,0,0
"21-1230",2021,0,0
"21-1231",2021,0,0
"21-1232",2021,0,0
"21-1233",2021,0,0
"21-1234",2021,0,0
"21-1235",2021,0,0
"21-1236",2021,0,0
