"docket_number","filing_year","total_amici","petition_granted"
"20-6907",2020,0,0
"20-6908",2020,0,0
"20-6909",2020,0,0
"20-691",2020,0,0
"20-6910",2020,0,0
"20-6911",2020,0,0
"20-6912",2020,0,0
"20-6913",2020,0,0
"20-6914",2020,0,0
"20-6915",2020,0,0
"20-6916",2020,0,0
"20-6917",2020,0,0
"20-6918",2020,0,0
"20-6919",2020,0,0
"20-692",2020,0,0
"20-6920",2020,0,0
"20-6921",2020,0,0
"20-6922",2020,0,0
"20-6923",2020,0,0
"20-6924",2020,0,0
"20-6925",2020,0,0
"20-6926",2020,0,0
"20-6927",2020,0,0
"20-6928",2020,0,0
"20-6929",2020,0,0
"20-693",2020,0,0
"20-6930",2020,0,0
"20-6931",2020,0,0
"20-6932",2020,0,0
"20-6933",2020,0,0
"20-6934",2020,0,0
"20-6935",2020,0,0
"20-6936",2020,0,0
"20-6937",2020,0,0
"20-6938",2020,0,0
"20-6939",2020,0,0
"20-694",2020,0,0
"20-6940",2020,0,0
"20-6941",2020,0,0
"20-6942",2020,0,0
"20-6943",2020,0,0
"20-6944",2020,0,0
"20-6945",2020,0,0
"20-6946",2020,0,0
"20-6947",2020,0,0
"20-6948",2020,0,0
"20-6949",2020,0,0
"20-695",2020,1,0
"20-6950",2020,0,0
"20-6951",2020,0,0
"20-6952",2020,0,0
"20-6953",2020,0,0
"20-6954",2020,0,0
"20-6955",2020,0,0
"20-6956",2020,0,0
"20-6957",2020,0,0
"20-6958",2020,0,0
"20-6959",2020,0,0
"20-696",2020,0,0
"20-6960",2020,0,0
"20-6961",2020,0,0
"20-6962",2020,0,0
"20-6963",2020,0,0
"20-6964",2020,0,0
"20-6965",2020,0,0
"20-6966",2020,0,0
"20-6967",2020,0,0
"20-6968",2020,0,0
"20-6969",2020,0,0
"20-697",2020,1,0
"20-6970",2020,0,0
"20-6971",2020,0,0
"20-6972",2020,2,0
"20-6973",2020,0,0
"20-6974",2020,0,0
"20-6975",2020,0,0
"20-6976",2020,0,0
"20-6977",2020,0,0
"20-6978",2020,0,0
"20-6979",2020,0,0
"20-698",2020,0,0
"20-6980",2020,0,0
"20-6981",2020,0,0
"20-6982",2020,0,0
"20-6983",2020,0,0
"20-6984",2020,0,0
"20-6985",2020,0,0
"20-6986",2020,0,0
"20-6987",2020,0,0
"20-6988",2020,0,0
"20-6989",2020,0,0
"20-699",2020,0,0
"20-6990",2020,0,0
"20-6991",2020,0,0
"20-6992",2020,0,0
"20-6993",2020,0,0
"20-6994",2020,0,0
"20-6995",2020,0,0
"20-6996",2020,0,0
"20-6997",2020,0,0
"20-6998",2020,0,0
"20-6999",2020,0,0
"20-7",2020,0,0
"20-70",2020,0,0
"20-700",2020,0,0
"20-7000",2020,0,0
"20-7001",2020,0,0
"20-7002",2020,0,0
"20-7003",2020,0,0
"20-7004",2020,0,0
"20-7005",2020,0,0
"20-7006",2020,0,0
"20-7007",2020,0,0
"20-7008",2020,0,0
"20-7009",2020,0,0
"20-701",2020,0,0
"20-7010",2020,0,0
"20-7011",2020,0,0
"20-7012",2020,0,0
"20-7013",2020,0,0
"20-7014",2020,0,0
"20-7015",2020,0,0
"20-7016",2020,0,0
"20-7017",2020,0,0
"20-7018",2020,0,0
"20-7019",2020,0,0
"20-702",2020,0,0
"20-7020",2020,0,0
"20-7021",2020,0,0
"20-7022",2020,0,0
"20-7023",2020,0,0
"20-7024",2020,0,0
"20-7025",2020,0,0
"20-7026",2020,0,0
"20-7027",2020,0,0
"20-7028",2020,1,0
"20-7029",2020,0,0
"20-703",2020,0,0
"20-7030",2020,0,0
"20-7031",2020,0,0
"20-7032",2020,0,0
"20-7033",2020,0,0
"20-7034",2020,0,0
"20-7035",2020,0,0
"20-7036",2020,0,0
"20-7037",2020,0,0
"20-7038",2020,0,0
"20-7039",2020,0,0
"20-704",2020,0,0
"20-7040",2020,0,0
"20-7041",2020,0,0
"20-7042",2020,0,0
"20-7043",2020,0,0
"20-7044",2020,0,0
"20-7045",2020,0,0
"20-7046",2020,0,0
"20-7047",2020,0,0
"20-7048",2020,0,0
"20-7049",2020,0,0
"20-705",2020,0,0
"20-7050",2020,0,0
"20-7051",2020,0,0
"20-7052",2020,0,0
"20-7053",2020,0,0
"20-7054",2020,0,0
"20-7055",2020,0,0
"20-7056",2020,0,0
"20-7057",2020,0,0
"20-7058",2020,0,0
"20-7059",2020,0,0
"20-706",2020,0,0
"20-7060",2020,0,0
"20-7061",2020,0,0
"20-7062",2020,0,0
"20-7063",2020,0,0
"20-7064",2020,0,0
"20-7065",2020,2,0
"20-7066",2020,0,0
"20-7067",2020,0,0
"20-7068",2020,0,0
"20-7069",2020,0,0
"20-707",2020,0,0
"20-7070",2020,0,0
"20-7071",2020,0,0
"20-7072",2020,0,0
"20-7073",2020,0,0
"20-7074",2020,0,0
"20-7075",2020,0,0
"20-7076",2020,0,0
"20-7077",2020,0,0
"20-7078",2020,0,0
"20-7079",2020,0,0
"20-708",2020,0,0
"20-7080",2020,0,0
"20-7081",2020,0,0
"20-7082",2020,0,0
"20-7083",2020,0,0
"20-7084",2020,0,0
"20-7085",2020,0,0
"20-7086",2020,0,0
"20-7087",2020,0,0
"20-7088",2020,0,0
"20-7089",2020,0,0
"20-709",2020,0,0
"20-7090",2020,0,0
"20-7091",2020,0,0
"20-7092",2020,0,0
"20-7093",2020,0,0
"20-7094",2020,0,0
"20-7095",2020,0,0
"20-7096",2020,0,0
"20-7097",2020,0,0
"20-7098",2020,0,0
"20-7099",2020,0,0
"20-71",2020,0,0
"20-710",2020,0,0
"20-7100",2020,0,0
"20-7101",2020,0,0
"20-7102",2020,0,0
"20-7103",2020,0,0
"20-7104",2020,0,0
"20-7105",2020,0,0
"20-7106",2020,0,0
"20-7107",2020,0,0
"20-7108",2020,0,0
"20-7109",2020,0,0
"20-711",2020,0,0
"20-7110",2020,0,0
"20-7111",2020,0,0
"20-7112",2020,0,0
"20-7113",2020,0,0
"20-7114",2020,0,0
"20-7115",2020,0,0
"20-7116",2020,0,0
"20-7117",2020,0,0
"20-7118",2020,0,0
"20-7119",2020,0,0
"20-712",2020,0,0
"20-7120",2020,0,0
"20-7121",2020,0,0
"20-7122",2020,0,0
"20-7123",2020,0,0
"20-7124",2020,0,0
"20-7125",2020,0,0
"20-7126",2020,0,0
"20-7127",2020,0,0
"20-7128",2020,0,0
"20-7129",2020,0,0
"20-713",2020,0,0
"20-7130",2020,0,0
"20-7131",2020,0,0
"20-7132",2020,0,0
"20-7133",2020,0,0
"20-7134",2020,0,0
"20-7135",2020,0,0
"20-7136",2020,0,0
"20-7137",2020,0,0
"20-7138",2020,0,0
"20-7139",2020,0,0
"20-714",2020,0,0
"20-7140",2020,0,0
"20-7141",2020,0,0
"20-7142",2020,0,0
"20-7143",2020,0,0
"20-7144",2020,0,0
"20-7145",2020,0,0
"20-7146",2020,0,0
"20-7147",2020,0,0
"20-7148",2020,0,0
"20-7149",2020,0,0
"20-715",2020,0,0
"20-7150",2020,0,0
"20-7151",2020,0,0
"20-7152",2020,0,0
"20-7153",2020,0,0
"20-7154",2020,0,0
"20-7155",2020,0,0
"20-7156",2020,0,0
"20-7157",2020,0,0
"20-7158",2020,0,0
"20-7159",2020,0,0
"20-716",2020,0,0
"20-7160",2020,0,0
"20-7161",2020,0,0
"20-7162",2020,0,0
"20-7163",2020,0,0
"20-7164",2020,0,0
"20-7165",2020,0,0
"20-7166",2020,0,0
"20-7167",2020,0,0
"20-7168",2020,0,0
"20-7169",2020,0,0
"20-717",2020,0,0
"20-7170",2020,0,0
"20-7171",2020,0,0
"20-7172",2020,0,0
"20-7173",2020,0,0
"20-7174",2020,0,0
"20-7175",2020,0,0
"20-7176",2020,0,0
"20-7177",2020,0,0
"20-7178",2020,0,0
"20-7179",2020,0,0
"20-718",2020,0,0
"20-7180",2020,0,0
"20-7181",2020,0,0
"20-7182",2020,0,0
"20-7183",2020,0,0
"20-7184",2020,0,0
"20-7185",2020,0,0
"20-7186",2020,0,0
"20-7187",2020,0,0
"20-7188",2020,0,0
"20-7189",2020,0,0
"20-719",2020,0,0
"20-7190",2020,0,0
"20-7191",2020,0,0
"20-7192",2020,0,0
"20-7193",2020,0,0
"20-7194",2020,0,0
"20-7195",2020,0,0
"20-7196",2020,0,0
"20-7197",2020,0,0
"20-7198",2020,0,0
"20-7199",2020,0,0
"20-72",2020,1,0
"20-720",2020,0,0
"20-7200",2020,0,0
"20-7201",2020,0,0
"20-7202",2020,0,0
"20-7203",2020,0,0
"20-7204",2020,0,0
"20-7205",2020,0,0
"20-7206",2020,0,0
"20-7207",2020,0,0
"20-7208",2020,0,0
"20-7209",2020,0,0
"20-721",2020,0,0
"20-7210",2020,0,0
"20-7211",2020,0,0
"20-7212",2020,0,0
"20-7213",2020,0,0
"20-7214",2020,0,0
"20-7215",2020,0,0
"20-7216",2020,0,0
"20-7217",2020,0,0
"20-7218",2020,0,0
"20-7219",2020,0,0
"20-722",2020,0,0
"20-7220",2020,0,0
"20-7221",2020,0,0
"20-7222",2020,0,0
"20-7223",2020,0,0
"20-7224",2020,0,0
"20-7225",2020,0,0
"20-7226",2020,0,0
"20-7227",2020,0,0
"20-7228",2020,0,0
"20-7229",2020,0,0
"20-723",2020,0,0
"20-7230",2020,0,0
"20-7231",2020,0,0
"20-7232",2020,0,0
"20-7233",2020,0,0
"20-7234",2020,0,0
"20-7235",2020,0,0
"20-7236",2020,0,0
"20-7237",2020,0,0
"20-7238",2020,0,0
"20-7239",2020,0,0
"20-724",2020,0,0
"20-7240",2020,0,0
"20-7241",2020,0,0
"20-7242",2020,0,0
"20-7243",2020,0,0
"20-7244",2020,0,0
"20-7245",2020,0,0
"20-7246",2020,0,0
"20-7247",2020,0,0
"20-7248",2020,0,0
"20-7249",2020,0,0
"20-725",2020,0,0
"20-7250",2020,0,0
"20-7251",2020,1,0
"20-7252",2020,0,0
"20-7253",2020,0,0
"20-7254",2020,0,0
"20-7255",2020,0,0
"20-7256",2020,0,0
"20-7257",2020,0,0
"20-7258",2020,0,0
"20-7259",2020,0,0
"20-726",2020,0,0
"20-7260",2020,0,0
"20-7261",2020,0,0
"20-7262",2020,0,0
"20-7263",2020,0,0
"20-7264",2020,0,0
"20-7265",2020,0,0
"20-7266",2020,0,0
"20-7267",2020,0,0
"20-7268",2020,0,0
"20-7269",2020,0,0
"20-727",2020,1,0
"20-7270",2020,0,0
"20-7271",2020,0,0
"20-7272",2020,0,0
"20-7273",2020,0,0
"20-7274",2020,0,0
"20-7275",2020,0,0
"20-7276",2020,0,0
"20-7277",2020,0,0
"20-7278",2020,0,0
"20-7279",2020,0,0
"20-728",2020,0,0
"20-7280",2020,0,0
"20-7281",2020,0,0
"20-7282",2020,0,0
"20-7283",2020,0,0
"20-7284",2020,2,0
"20-7285",2020,0,0
"20-7286",2020,0,0
"20-7287",2020,0,0
"20-7288",2020,0,0
"20-7289",2020,0,0
"20-729",2020,0,0
"20-7290",2020,0,0
"20-7291",2020,0,0
"20-7292",2020,0,0
"20-7293",2020,0,0
"20-7294",2020,0,0
"20-7295",2020,0,0
"20-7296",2020,0,0
"20-7297",2020,0,0
"20-7298",2020,0,0
"20-7299",2020,0,0
"20-73",2020,0,0
"20-730",2020,0,0
"20-7300",2020,0,0
"20-7301",2020,0,0
"20-7302",2020,0,0
"20-7303",2020,0,0
"20-7304",2020,1,0
"20-7305",2020,0,0
"20-7306",2020,0,0
"20-7307",2020,0,0
"20-7308",2020,0,0
"20-7309",2020,0,0
"20-731",2020,0,0
"20-7310",2020,0,0
"20-7311",2020,0,0
"20-7312",2020,0,0
"20-7313",2020,0,0
"20-7314",2020,0,0
"20-7315",2020,0,0
"20-7316",2020,0,0
"20-7317",2020,0,0
"20-7318",2020,0,0
"20-7319",2020,0,0
"20-732",2020,0,0
"20-7320",2020,0,0
"20-7321",2020,0,0
"20-7322",2020,0,0
"20-7323",2020,0,0
"20-7324",2020,0,0
"20-7325",2020,0,0
"20-7326",2020,0,0
"20-7327",2020,0,0
"20-7328",2020,0,0
"20-7329",2020,0,0
"20-733",2020,0,0
"20-7330",2020,0,0
"20-7331",2020,0,0
"20-7332",2020,0,0
"20-7333",2020,0,0
"20-7334",2020,0,0
"20-7335",2020,0,0
"20-7336",2020,0,0
"20-7337",2020,0,0
"20-7338",2020,0,0
"20-7339",2020,0,0
"20-734",2020,0,0
"20-7340",2020,0,0
"20-7341",2020,1,0
"20-7342",2020,0,0
"20-7343",2020,0,0
"20-7344",2020,0,0
"20-7345",2020,0,0
"20-7346",2020,0,0
"20-7347",2020,0,0
"20-7348",2020,0,0
"20-7349",2020,0,0
"20-735",2020,0,0
"20-7350",2020,0,0
"20-7351",2020,0,0
"20-7352",2020,0,0
"20-7353",2020,0,0
"20-7354",2020,0,0
"20-7355",2020,0,0
"20-7356",2020,0,0
"20-7357",2020,0,0
"20-7358",2020,0,0
"20-7359",2020,0,0
"20-736",2020,0,0
"20-7360",2020,0,0
"20-7361",2020,0,0
"20-7362",2020,0,0
"20-7363",2020,0,0
"20-7364",2020,0,0
"20-7365",2020,0,0
"20-7366",2020,0,0
"20-7367",2020,0,0
"20-7368",2020,0,0
"20-7369",2020,0,0
"20-737",2020,0,0
"20-7370",2020,0,0
"20-7371",2020,0,0
"20-7372",2020,2,0
"20-7373",2020,0,0
"20-7374",2020,0,0
"20-7375",2020,0,0
"20-7376",2020,0,0
"20-7377",2020,0,0
"20-7378",2020,0,0
"20-7379",2020,0,0
"20-738",2020,0,0
"20-7380",2020,0,0
"20-7381",2020,0,0
"20-7382",2020,0,0
"20-7383",2020,0,0
"20-7384",2020,0,0
"20-7385",2020,0,0
"20-7386",2020,0,0
"20-7387",2020,0,0
"20-7388",2020,0,0
"20-7389",2020,0,0
"20-739",2020,0,0
"20-7390",2020,0,0
"20-7391",2020,0,0
"20-7392",2020,0,0
"20-7393",2020,0,0
"20-7394",2020,0,0
"20-7395",2020,0,0
"20-7396",2020,0,0
"20-7397",2020,0,0
"20-7398",2020,0,0
"20-7399",2020,0,0
"20-74",2020,0,0
"20-740",2020,0,0
"20-7400",2020,0,0
"20-7401",2020,0,0
"20-7402",2020,0,0
"20-7403",2020,0,0
"20-7404",2020,0,0
"20-7405",2020,0,0
"20-7406",2020,0,0
"20-7407",2020,0,0
"20-7408",2020,0,0
"20-7409",2020,0,0
"20-741",2020,0,0
"20-7410",2020,0,0
"20-7411",2020,0,0
"20-7412",2020,0,0
"20-7413",2020,0,0
"20-7414",2020,0,0
"20-7415",2020,0,0
"20-7416",2020,0,0
"20-7417",2020,0,0
"20-7418",2020,0,0
"20-7419",2020,0,0
"20-742",2020,0,0
"20-7420",2020,0,0
"20-7421",2020,0,0
"20-7422",2020,0,0
"20-7423",2020,0,0
"20-7424",2020,0,0
"20-7425",2020,0,0
"20-7426",2020,0,0
"20-7427",2020,0,0
"20-7428",2020,0,0
"20-7429",2020,0,0
"20-743",2020,0,0
"20-7430",2020,0,0
"20-7431",2020,0,0
"20-7432",2020,0,0
"20-7433",2020,0,0
"20-7434",2020,0,0
"20-7435",2020,0,0
"20-7436",2020,0,0
"20-7437",2020,0,0
"20-7438",2020,0,0
"20-7439",2020,0,0
"20-744",2020,0,0
"20-7440",2020,0,0
"20-7441",2020,0,0
"20-7442",2020,0,0
"20-7443",2020,0,0
"20-7444",2020,0,0
"20-7445",2020,0,0
"20-7446",2020,0,0
"20-7447",2020,0,0
"20-7448",2020,0,0
"20-7449",2020,0,0
"20-745",2020,0,0
"20-7450",2020,0,0
"20-7451",2020,0,0
"20-7452",2020,0,0
"20-7453",2020,0,0
"20-7454",2020,0,0
"20-7455",2020,0,0
"20-7456",2020,0,0
"20-7457",2020,0,0
"20-7458",2020,0,0
"20-7459",2020,0,0
"20-746",2020,0,0
"20-7460",2020,0,0
"20-7461",2020,0,0
"20-7462",2020,0,0
"20-7463",2020,0,0
"20-7464",2020,0,0
"20-7465",2020,0,0
"20-7466",2020,0,0
"20-7467",2020,0,0
"20-7468",2020,0,0
"20-7469",2020,0,0
"20-747",2020,0,0
"20-7470",2020,0,0
"20-7471",2020,0,0
"20-7472",2020,0,0
"20-7473",2020,0,0
"20-7474",2020,1,0
"20-7475",2020,0,0
"20-7476",2020,0,0
"20-7477",2020,0,0
"20-7478",2020,0,0
"20-7479",2020,0,0
"20-748",2020,3,0
"20-7480",2020,0,0
"20-7481",2020,0,0
"20-7482",2020,0,0
"20-7483",2020,0,0
"20-7484",2020,0,0
"20-7485",2020,0,0
"20-7486",2020,0,0
"20-7487",2020,0,0
"20-7488",2020,0,0
"20-7489",2020,0,0
"20-749",2020,0,0
"20-7490",2020,0,0
"20-7491",2020,0,0
"20-7492",2020,0,0
"20-7493",2020,0,0
"20-7494",2020,0,0
"20-7495",2020,0,0
"20-7496",2020,0,0
"20-7497",2020,0,0
"20-7498",2020,0,0
"20-7499",2020,0,0
"20-75",2020,0,0
"20-750",2020,0,0
"20-7500",2020,0,0
"20-7501",2020,0,0
"20-7502",2020,0,0
"20-7503",2020,0,0
"20-7504",2020,0,0
"20-7505",2020,0,0
"20-7506",2020,0,0
"20-7507",2020,0,0
"20-7508",2020,0,0
"20-7509",2020,0,0
"20-751",2020,0,0
"20-7510",2020,0,0
"20-7511",2020,0,0
"20-7512",2020,0,0
"20-7513",2020,0,0
"20-7514",2020,0,0
"20-7515",2020,0,0
"20-7516",2020,0,0
"20-7517",2020,0,0
"20-7518",2020,0,0
"20-7519",2020,0,0
"20-752",2020,0,0
"20-7520",2020,0,0
"20-7521",2020,0,0
"20-7522",2020,0,0
"20-7523",2020,0,0
"20-7524",2020,0,0
"20-7525",2020,0,0
"20-7526",2020,0,0
"20-7527",2020,0,0
"20-7528",2020,0,0
"20-7529",2020,0,0
"20-753",2020,0,0
"20-7530",2020,0,0
"20-7531",2020,0,0
"20-7532",2020,0,0
"20-7533",2020,0,0
"20-7534",2020,0,0
"20-7535",2020,0,0
"20-7536",2020,0,0
"20-7537",2020,0,0
"20-7538",2020,0,0
"20-7539",2020,0,0
"20-754",2020,0,0
"20-7540",2020,0,0
"20-7541",2020,0,0
"20-7542",2020,0,0
"20-7543",2020,0,0
"20-7544",2020,0,0
"20-7545",2020,0,0
"20-7546",2020,0,0
"20-7547",2020,0,0
"20-7548",2020,0,0
"20-7549",2020,0,0
"20-755",2020,0,0
"20-7550",2020,0,0
"20-7551",2020,0,0
"20-7552",2020,0,0
"20-7553",2020,0,0
"20-7554",2020,0,0
"20-7555",2020,0,0
"20-7556",2020,0,0
"20-7557",2020,1,0
"20-7558",2020,0,0
"20-7559",2020,0,0
"20-756",2020,0,0
"20-7560",2020,0,0
"20-7561",2020,0,0
"20-7562",2020,0,0
"20-7563",2020,0,0
"20-7564",2020,0,0
"20-7565",2020,0,0
"20-7566",2020,0,0
"20-7567",2020,0,0
"20-7568",2020,0,0
"20-7569",2020,0,0
"20-757",2020,0,0
"20-7570",2020,0,0
"20-7571",2020,0,0
"20-7572",2020,0,0
"20-7573",2020,0,0
"20-7574",2020,0,0
"20-7575",2020,0,0
"20-7576",2020,0,0
"20-7577",2020,0,0
"20-7578",2020,0,0
"20-7579",2020,0,0
"20-758",2020,0,0
"20-7580",2020,0,0
"20-7581",2020,0,0
"20-7582",2020,0,0
"20-7583",2020,0,0
"20-7584",2020,0,0
"20-7585",2020,0,0
"20-7586",2020,0,0
"20-7587",2020,0,0
"20-7588",2020,0,0
"20-7589",2020,0,0
"20-759",2020,0,0
"20-7590",2020,0,0
"20-7591",2020,0,0
"20-7592",2020,0,0
"20-7593",2020,0,0
"20-7594",2020,0,0
"20-7595",2020,0,0
"20-7596",2020,0,0
"20-7597",2020,0,0
"20-7598",2020,0,0
"20-7599",2020,0,0
"20-76",2020,0,0
"20-760",2020,0,0
"20-7600",2020,0,0
"20-7601",2020,0,0
"20-7602",2020,0,0
"20-7603",2020,0,0
"20-7604",2020,0,0
"20-7605",2020,0,0
"20-7606",2020,0,0
"20-7607",2020,0,0
"20-7608",2020,0,0
"20-7609",2020,0,0
"20-761",2020,0,0
"20-7610",2020,0,0
"20-7611",2020,0,0
"20-7612",2020,2,0
"20-7613",2020,0,0
"20-7614",2020,0,0
"20-7615",2020,0,0
"20-7616",2020,0,0
"20-7617",2020,0,0
"20-7618",2020,0,0
"20-7619",2020,0,0
"20-762",2020,0,0
"20-7620",2020,0,0
"20-7621",2020,0,0
"20-7622",2020,6,1
"20-7623",2020,0,0
"20-7624",2020,0,0
"20-7625",2020,0,0
"20-7626",2020,0,0
"20-7627",2020,0,0
"20-7628",2020,0,0
"20-7629",2020,0,0
"20-763",2020,0,0
"20-7630",2020,0,0
"20-7631",2020,0,0
"20-7632",2020,0,0
"20-7633",2020,0,0
"20-7634",2020,0,0
"20-7635",2020,0,0
"20-7636",2020,0,0
"20-7637",2020,0,0
"20-7638",2020,0,0
"20-7639",2020,0,0
"20-764",2020,0,0
"20-7640",2020,0,0
"20-7641",2020,0,0
"20-7642",2020,0,0
"20-7643",2020,0,0
"20-7644",2020,0,0
"20-7645",2020,0,0
"20-7646",2020,0,0
"20-7647",2020,0,0
"20-7648",2020,0,0
"20-7649",2020,0,0
"20-765",2020,0,0
"20-7650",2020,0,0
"20-7651",2020,0,0
"20-7652",2020,0,0
"20-7653",2020,0,0
"20-7654",2020,0,0
"20-7655",2020,0,0
"20-7656",2020,0,0
"20-7657",2020,0,0
"20-7658",2020,0,0
"20-7659",2020,0,0
"20-766",2020,0,0
"20-7660",2020,0,0
"20-7661",2020,0,0
"20-7662",2020,0,0
"20-7663",2020,0,0
"20-7664",2020,0,0
"20-7665",2020,0,0
"20-7666",2020,0,0
"20-7667",2020,0,0
"20-7668",2020,0,0
"20-7669",2020,0,0
"20-767",2020,0,0
"20-7670",2020,0,0
"20-7671",2020,0,0
"20-7672",2020,0,0
"20-7673",2020,0,0
"20-7674",2020,0,0
"20-7675",2020,0,0
"20-7676",2020,0,0
"20-7677",2020,0,0
"20-7678",2020,0,0
"20-7679",2020,0,0
"20-768",2020,1,0
"20-7680",2020,0,0
"20-7681",2020,0,0
"20-7682",2020,0,0
"20-7683",2020,0,0
"20-7684",2020,0,0
"20-7685",2020,0,0
"20-7686",2020,0,0
"20-7687",2020,0,0
"20-7688",2020,0,0
"20-7689",2020,0,0
"20-769",2020,0,0
"20-7690",2020,0,0
"20-7691",2020,0,0
"20-7692",2020,0,0
"20-7693",2020,0,0
"20-7694",2020,0,0
"20-7695",2020,0,0
"20-7696",2020,0,0
"20-7697",2020,0,0
"20-7698",2020,0,0
"20-7699",2020,0,0
"20-77",2020,0,0
"20-770",2020,0,0
"20-7700",2020,0,0
"20-7701",2020,0,0
"20-7702",2020,0,0
"20-7703",2020,0,0
"20-7704",2020,0,0
"20-7705",2020,0,0
"20-7706",2020,0,0
"20-7707",2020,0,0
"20-7708",2020,0,0
"20-7709",2020,0,0
"20-771",2020,0,0
"20-7710",2020,0,0
"20-7711",2020,0,0
"20-7712",2020,0,0
"20-7713",2020,0,0
"20-7714",2020,0,0
"20-7715",2020,0,0
"20-7716",2020,0,0
"20-7717",2020,0,0
"20-7718",2020,0,0
"20-7719",2020,0,0
"20-772",2020,1,0
"20-7720",2020,0,0
"20-7721",2020,0,0
"20-7722",2020,0,0
"20-7723",2020,0,0
"20-7724",2020,0,0
"20-7725",2020,0,0
"20-7726",2020,0,0
"20-7727",2020,0,0
"20-7728",2020,0,0
"20-7729",2020,0,0
"20-773",2020,0,0
"20-7730",2020,0,0
"20-7731",2020,0,0
"20-7732",2020,0,0
"20-7733",2020,0,0
"20-7734",2020,0,0
"20-7735",2020,0,0
"20-7736",2020,0,0
"20-7737",2020,0,0
"20-7738",2020,0,0
"20-7739",2020,0,0
"20-774",2020,0,0
"20-7740",2020,0,0
"20-7741",2020,0,0
"20-7742",2020,0,0
"20-7743",2020,0,0
"20-7744",2020,0,0
"20-7745",2020,0,0
"20-7746",2020,0,0
"20-7747",2020,0,0
"20-7748",2020,0,0
"20-7749",2020,0,0
"20-775",2020,0,0
"20-7750",2020,0,0
"20-7751",2020,0,0
"20-7752",2020,0,0
"20-7753",2020,0,0
"20-7754",2020,0,0
"20-7755",2020,0,0
"20-7756",2020,0,0
"20-7757",2020,0,0
"20-7758",2020,0,0
"20-7759",2020,0,0
"20-776",2020,0,0
"20-7760",2020,0,0
"20-7761",2020,0,0
"20-7762",2020,0,0
"20-7763",2020,0,0
"20-7764",2020,0,0
"20-7765",2020,0,0
"20-7766",2020,0,0
"20-7767",2020,0,0
"20-7768",2020,0,0
"20-7769",2020,0,0
"20-777",2020,0,0
"20-7770",2020,0,0
"20-7771",2020,0,0
"20-7772",2020,0,0
"20-7773",2020,0,0
"20-7774",2020,0,0
"20-7775",2020,0,0
"20-7776",2020,0,0
"20-7777",2020,0,0
"20-7778",2020,1,0
"20-7779",2020,0,0
"20-778",2020,0,0
"20-7780",2020,0,0
"20-7781",2020,0,0
"20-7782",2020,0,0
"20-7783",2020,0,0
"20-7784",2020,0,0
"20-7785",2020,0,0
"20-7786",2020,0,0
"20-7787",2020,0,0
"20-7788",2020,0,0
"20-7789",2020,0,0
"20-779",2020,1,0
"20-7790",2020,0,0
"20-7791",2020,0,0
"20-7792",2020,0,0
"20-7793",2020,0,0
"20-7794",2020,0,0
"20-7795",2020,0,0
"20-7796",2020,0,0
"20-7797",2020,0,0
"20-7798",2020,0,0
"20-7799",2020,0,0
"20-78",2020,0,0
"20-780",2020,0,0
"20-7800",2020,0,0
"20-7801",2020,0,0
"20-7802",2020,0,0
"20-7803",2020,0,0
"20-7804",2020,0,0
"20-7805",2020,0,0
"20-7806",2020,0,0
"20-7807",2020,0,0
"20-7808",2020,0,0
"20-7809",2020,0,0
"20-781",2020,0,0
"20-7810",2020,0,0
"20-7811",2020,0,0
"20-7812",2020,0,0
"20-7813",2020,0,0
"20-7814",2020,0,0
"20-7815",2020,0,0
"20-7816",2020,0,0
"20-7817",2020,0,0
"20-7818",2020,0,0
"20-7819",2020,0,0
"20-782",2020,5,0
"20-7820",2020,0,0
"20-7821",2020,0,0
"20-7822",2020,0,0
"20-7823",2020,0,0
"20-7824",2020,0,0
"20-7825",2020,0,0
"20-7826",2020,0,0
"20-7827",2020,0,0
"20-7828",2020,0,0
"20-7829",2020,0,0
"20-783",2020,0,0
"20-7830",2020,0,0
"20-7831",2020,0,0
"20-7832",2020,0,0
"20-7833",2020,0,0
"20-7834",2020,0,0
"20-7835",2020,0,0
"20-7836",2020,0,0
"20-7837",2020,0,0
"20-7838",2020,0,0
"20-7839",2020,0,0
"20-784",2020,0,0
"20-7840",2020,0,0
"20-7841",2020,0,0
"20-7842",2020,0,0
"20-7843",2020,0,0
"20-7844",2020,0,0
"20-7845",2020,0,0
"20-7846",2020,1,0
"20-7847",2020,0,0
"20-7848",2020,0,0
"20-7849",2020,0,0
"20-785",2020,0,0
"20-7850",2020,0,0
"20-7851",2020,0,0
"20-7852",2020,0,0
"20-7853",2020,0,0
"20-7854",2020,0,0
"20-7855",2020,0,0
"20-7856",2020,0,0
"20-7857",2020,0,0
"20-7858",2020,0,0
"20-7859",2020,0,0
"20-786",2020,0,0
"20-7860",2020,0,0
"20-7861",2020,0,0
"20-7862",2020,0,0
"20-7863",2020,0,0
"20-7864",2020,0,0
"20-7865",2020,0,0
"20-7866",2020,0,0
"20-7867",2020,0,0
"20-7868",2020,0,0
"20-7869",2020,0,0
"20-787",2020,2,0
"20-7870",2020,0,0
"20-7871",2020,0,0
"20-7872",2020,0,0
"20-7873",2020,0,0
"20-7874",2020,0,0
"20-7875",2020,0,0
"20-7876",2020,0,0
"20-7877",2020,0,0
"20-7878",2020,0,0
"20-7879",2020,0,0
"20-788",2020,0,0
"20-7880",2020,0,0
"20-7881",2020,0,0
